buyer_id,exporter_id,action,label,ts,industry_match,industry_similarity,cap_fit,intent_fit,pair_trust,min_intent,buyer_intent,exporter_intent,comm_score,news_risk_penalty,exporter_risk_penalty,total_risk_penalty,shock_score,match_after_risk,buyer_trust,exporter_trust,w_cap_fit,w_intent,w_comm,buyer_swipe_count_norm,buyer_right_rate,buyer_days_since_last,exporter_swipe_count_norm,exporter_right_rate,exporter_days_since_last,pair_interaction_count_norm,pair_right_rate,pair_days_since_last,retrieval_score,retrieval_rank_norm,text_similarity,teacher_score,graph_sim,industry_assoc_score,industry_assoc_hit,candidate_source
BUY_10031,EXP_3784,right,1,2025-06-28T15:22:01Z,1.0,1.0,60.0,36.83131498686181,44.05465110589469,45.68825647694309,45.68825647694309,80.61440253350224,55.0,20.97,2.5,23.47,0.699,37.56951559684684,70.81390904778375,17.295393164005628,0.35000000000000003,0.30000000000000004,0.35,0.7154089371698258,0.3076923076923077,0.04333024691358024,0.8752652451314392,0.631578947368421,0.00742431841563786,1.0,1.0,1.0,0.011224133921592494,0.5,0.7533200149839803,0.514759502341344,0.7172422415694956,1.0,0.0,industry_direct
BUY_10031,EXP_1830,left,0,2025-07-01T02:09:31Z,0.0,0.0,60.0,38.3731838193438,67.32460098226548,45.68825647694309,45.68825647694309,83.98916215747717,55.0,20.97,8.34,29.31,0.699,12.099564116642515,70.81390904778375,63.83529291674722,0.35000000000000003,0.30000000000000004,0.35,0.7154089371698258,0.3076923076923077,0.04333024691358024,0.5708849571435887,0.5,0.3966358667695474,1.0,0.0,1.0,0.022856354087709807,0.5,0.5859714748099903,0.5,0.5530876585891301,0.0,0.0,industry_other
BUY_10031,EXP_2691,left,0,2026-02-13T21:22:30Z,1.0,1.0,60.0,42.484479413866126,69.62385357393129,45.68825647694309,45.68825647694309,92.98774496966465,55.0,20.97,4.380000000000001,25.35,0.699,37.046275059327876,70.81390904778375,68.43379810007882,0.35000000000000003,0.30000000000000004,0.35,0.7154089371698258,0.3076923076923077,0.04333024691358024,0.8672576745524198,0.6986301369863014,0.003168917181069959,1.0,0.0,0.04333024691358024,0.019239614090208246,0.5,0.6287700607789656,0.5,0.9289477445317995,1.0,0.0,industry_direct
BUY_10045,EXP_8873,right,1,2024-03-29T03:27:40Z,0.0,0.0,60.0,15.001452135103365,72.33315996469278,24.382324697409224,24.382324697409224,61.52593044869658,55.0,21.57,17.650000000000002,30.0,0.719,5.8003485124248115,59.458461510990126,85.20785841839545,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.3610347699186826,0.4,0.2653755787037037,1.0,1.0,1.0,0.00992277872324726,0.5,0.670472115498923,0.5,0.8731997437480332,0.0,0.0,industry_other
BUY_10045,EXP_8029,right,1,2024-04-04T07:04:55Z,1.0,1.0,60.0,8.017000239232864,67.1131029789338,24.382324697409224,24.382324697409224,32.88037682512168,55.0,21.57,0.72,22.29,0.719,31.834080057415896,59.458461510990126,74.76774444687746,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.5456649165662855,0.6428571428571429,0.04597659465020577,1.0,1.0,1.0,0.017442146986817952,0.5,0.8058082087856016,0.5717438773795671,0.7248667220673048,1.0,0.0,industry_direct
BUY_10045,EXP_6981,left,0,2024-05-01T13:26:35Z,0.0,0.0,60.0,17.535681349599592,66.2637854785144,24.382324697409224,24.382324697409224,71.91964493632909,55.0,21.57,8.700000000000001,30.0,0.719,6.408563523903908,59.458461510990126,73.06910944603867,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.5007020841710018,0.18181818181818182,0.3743619470164609,1.0,0.0,1.0,0.014064862502428388,0.5,0.6100729121463824,0.5,0.4924763248568986,0.0,0.0,industry_other
BUY_10045,EXP_3784,right,1,2024-07-31T05:35:09Z,1.0,1.0,60.0,19.655665378595003,38.376927337497875,24.382324697409224,24.382324697409224,80.61440253350224,55.0,21.57,2.5,24.07,0.719,32.8473596908628,59.458461510990126,17.295393164005628,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.8752652451314392,0.631578947368421,0.00742431841563786,1.0,1.0,1.0,0.014774009002558985,0.5,0.738113354518563,0.5144774286208808,0.7563718909552299,1.0,0.0,industry_direct
BUY_10045,EXP_1911,right,1,2024-08-15T18:47:39Z,1.0,1.0,60.0,14.965435557974816,62.09122520036547,24.382324697409224,24.382324697409224,61.37821452096808,55.0,21.57,1.0799999999999998,22.65,0.719,33.14170453391396,59.458461510990126,64.72398888974081,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.8037696812514095,0.6415094339622641,0.060911586934156374,1.0,1.0,1.0,0.013262479303020602,0.5,0.6994273549984534,0.5,0.8186657476137265,1.0,0.0,industry_direct
BUY_10045,EXP_4137,right,1,2024-09-28T00:16:50Z,1.0,1.0,60.0,10.484823920128244,60.1835234897366,24.382324697409224,24.382324697409224,43.001740196013074,55.0,21.57,1.07,22.64,0.719,32.07635774083078,59.458461510990126,60.90858546848307,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.5586692570092768,0.7333333333333333,0.2720686728395062,1.0,1.0,1.0,0.012993646841849782,0.5,0.8341744143395162,0.5647829012957041,0.9489304303257904,1.0,0.0,industry_direct
BUY_10045,EXP_2137,right,1,2024-12-31T10:41:59Z,1.0,1.0,60.0,16.696281495198203,42.98851983076079,24.382324697409224,24.382324697409224,68.47698774584971,55.0,21.57,2.51,24.08,0.719,32.12710755884758,59.458461510990126,26.518578150531447,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.698336571261596,0.4838709677419355,0.320369341563786,1.0,1.0,1.0,0.017622093963106156,0.5,0.8335146870905611,0.563700258686702,0.8324007285908559,1.0,0.0,industry_direct
BUY_10045,EXP_8106,left,0,2025-03-09T21:17:14Z,1.0,1.0,60.0,18.514014873045124,36.27561163432585,24.382324697409224,24.382324697409224,75.93211518101207,55.0,21.57,2.82,24.39,0.719,32.25336356953083,59.458461510990126,13.092761757661576,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.8560604972690558,0.6811594202898551,0.16517541152263376,1.0,0.0,1.0,0.013785454684204446,0.5,0.8115872643275968,0.5648383347220396,0.5391748827035344,1.0,0.0,industry_direct
BUY_10045,EXP_1400,right,1,2025-06-04T04:55:14Z,1.0,1.0,60.0,21.21115965130237,48.06279688726124,24.382324697409224,24.382324697409224,86.99400042669512,55.0,21.57,3.3,24.87,0.719,32.420678316312575,59.458461510990126,36.66713226353235,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.8879422137044558,0.6666666666666666,0.011466306584362141,1.0,1.0,1.0,0.015011103496744505,0.5,0.7700973578616815,0.5147935205503398,0.7754530093624946,1.0,0.0,industry_direct
BUY_10045,EXP_2840,left,0,2025-06-16T03:51:09Z,0.0,0.0,60.0,21.26276577217854,54.841445506570324,24.382324697409224,24.382324697409224,87.20565424361625,55.0,21.57,6.98,28.55,0.719,8.753063785322855,59.458461510990126,50.22442950215053,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.41900194275695757,0.42857142857142855,0.04103112139917695,1.0,0.0,1.0,0.01497205044191452,0.5,0.7019112753582841,0.5145142655628844,0.6256308129703206,0.0,0.0,industry_other
BUY_10045,EXP_4572,left,0,2025-08-08T21:26:08Z,0.0,0.0,60.0,21.14532124286867,72.31785516826301,24.382324697409224,24.382324697409224,86.7239752783519,55.0,21.57,10.020000000000003,30.0,0.719,7.274877098288485,59.458461510990126,85.17724882553588,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.6403693984233211,0.2608695652173913,0.03916621656378601,1.0,0.0,1.0,0.016691978051874168,0.5,0.5627548041053629,0.5,0.6108961128405219,0.0,0.0,industry_other
BUY_10045,EXP_8735,left,0,2025-09-29T02:59:12Z,0.0,0.0,60.0,15.241157420551794,74.86664115875169,24.382324697409224,24.382324697409224,62.50904132275485,55.0,21.57,13.19,30.0,0.719,5.857877780932434,59.458461510990126,90.27482080651325,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.5317630363691336,0.15384615384615385,0.13229353137860084,1.0,0.0,0.8086979166666667,0.010707193549704286,0.5,0.6004988375981394,0.5,0.5719190964845006,0.0,0.0,industry_other
BUY_10045,EXP_1890,left,0,2025-11-08T12:49:37Z,1.0,1.0,60.0,22.31889189992633,64.48795492697892,24.382324697409224,24.382324697409224,91.53717775851725,55.0,21.57,2.2,23.77,0.719,33.786534055982315,59.458461510990126,69.5174483429677,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.9985859777644744,0.6950354609929078,0.03496585648148148,1.0,0.0,0.5841978523662551,0.024639514323097467,0.5,0.7216866784109783,0.5235110154820941,0.6719356746257883,1.0,0.0,industry_direct
BUY_10045,EXP_2300,left,0,2026-01-25T05:08:59Z,1.0,1.0,60.0,15.181165574638461,58.05772351580323,24.382324697409224,24.382324697409224,62.26299486632444,55.0,21.57,1.2,22.77,0.719,33.07347973791323,59.458461510990126,56.656985520616345,0.35000000000000003,0.30000000000000004,0.35,0.7341118718536928,0.5,0.15264165380658437,0.7922524128099521,0.68,0.002869212962962963,1.0,0.0,0.15264165380658437,0.011311522914625782,0.5,0.7960549307013323,0.56189263319007,0.8922845875102978,1.0,0.0,industry_direct
BUY_10085,EXP_3620,right,1,2024-04-12T01:08:02Z,0.0,0.0,52.99628047940488,52.0672007018584,65.53374714034766,59.411428428528566,59.411428428528566,87.63835861057404,100.0,26.564999999999998,8.01,30.0,0.8855,23.529264304059303,50.67230383304031,80.39519044765501,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.582402225585046,0.47058823529411764,0.10592856224279834,1.0,1.0,1.0,0.024186583117080773,0.5,0.5626172443265425,0.5,0.49892699134840984,0.0,0.0,industry_other
BUY_10085,EXP_3339,right,1,2024-09-03T15:52:20Z,1.0,1.0,68.38407494145198,44.66241291260666,52.19430081395173,59.411428428528566,59.411428428528566,75.17478386559104,100.0,26.564999999999998,12.969999999999999,30.0,0.8855,48.499616042597864,50.67230383304031,53.71629779486315,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.582402225585046,0.35294117647058826,0.13748566100823045,1.0,1.0,1.0,0.018042795533929512,0.5,0.7995089450424162,0.6217534582074177,0.9842960274147676,1.0,0.0,industry_direct
BUY_10085,EXP_3058,right,1,2024-12-20T01:00:27Z,1.0,1.0,67.03402672544428,41.714940372528204,59.480211964104214,59.411428428528566,59.411428428528566,70.21366339089273,100.0,26.564999999999998,11.300000000000004,30.0,0.8855,47.488001149782235,50.67230383304031,68.28812009516811,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.5007020841710018,0.45454545454545453,0.03221527777777778,1.0,1.0,1.0,0.01788489077987765,0.5,0.7731471442928985,0.5322078325419033,0.9250146047301593,1.0,0.0,industry_direct
BUY_10085,EXP_3400,left,0,2025-01-17T12:42:10Z,1.0,1.0,66.91004270560683,42.92737044532219,50.9646126121355,59.411428428528566,59.411428428528566,72.25439882658846,100.0,26.564999999999998,11.299999999999999,30.0,0.8855,47.63239635349427,50.67230383304031,51.25692139123069,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.44273491133272685,0.625,0.06536091820987654,1.0,0.0,1.0,0.018703563282015445,0.5,0.7727103760723939,0.5966913355426524,0.9857946033269288,1.0,0.0,industry_direct
BUY_10085,EXP_5660,right,1,2025-01-22T08:05:12Z,1.0,1.0,68.28764292602287,34.83358560728201,42.041049465893536,58.631119514634314,59.411428428528566,58.631119514634314,100.0,26.564999999999998,1.11,27.674999999999997,0.8855,49.213430867574274,50.67230383304031,33.40979509874677,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.7841914442336289,0.6041666666666666,0.004326260288065844,1.0,1.0,1.0,0.027175871231362836,0.5,0.814918455421515,0.5973157548861088,0.8988025755834019,1.0,0.0,industry_direct
BUY_10085,EXP_8797,left,0,2025-04-09T21:01:49Z,0.0,0.0,52.734536437525826,43.18897702301035,60.94656137214531,59.411428428528566,59.411428428528566,72.69472922194812,100.0,26.564999999999998,15.14,30.0,0.8855,22.004050898691986,50.67230383304031,71.2208189112503,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.4831695230146247,0.4,0.3984453446502058,1.0,0.0,1.0,0.024364810803836234,0.5,0.5463928319661647,0.5,0.8230406861316328,0.0,0.0,industry_other
BUY_10085,EXP_3668,left,0,2025-07-25T13:41:22Z,0.0,0.0,55.61372089819534,44.65146815423424,61.274066163617405,59.411428428528566,59.411428428528566,75.15636189079272,100.0,26.564999999999998,14.290000000000001,30.0,0.8855,23.389723263955617,50.67230383304031,71.87582849419451,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.5932966269411981,0.2222222222222222,0.04263599537037037,1.0,0.0,1.0,0.01435989559089973,0.5,0.5203873429086705,0.5,0.5058601564071308,0.0,0.0,industry_other
BUY_10085,EXP_1590,right,1,2026-02-10T12:09:51Z,1.0,1.0,64.41658630665381,54.568620745579246,60.617831651793395,59.411428428528566,59.411428428528566,91.84869340622708,100.0,26.564999999999998,8.7,30.0,0.8855,48.497613841954205,50.67230383304031,70.56335947054649,0.5,0.19999999999999998,0.3,0.595634691962031,0.625,0.062129050925925924,0.6714303506214528,0.4444444444444444,0.04410365226337449,1.0,1.0,0.062129050925925924,0.0279502678866847,0.5,0.7450794860929114,0.5396219609310313,0.995981084978631,1.0,0.0,industry_direct
BUY_10211,EXP_8414,right,1,2024-04-16T20:19:50Z,1.0,1.0,92.00779727095517,22.688697949820536,69.08895947708353,42.395999146609775,53.516129838951684,42.395999146609775,55.0,22.284000000000002,2.24,24.524,0.7428000000000001,49.10931058035335,73.54973750088946,64.6281814532776,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.3920957221168144,0.3333333333333333,0.4943102494855967,1.0,1.0,1.0,0.014280660339664242,0.5,0.7351603674760094,0.5484818602559962,0.5534679249528327,1.0,0.0,industry_direct
BUY_10211,EXP_8631,left,0,2024-07-28T14:03:42Z,0.0,0.0,72.10510235258172,34.22542838808078,77.39184498589634,53.516129838951684,53.516129838951684,63.95348185879058,55.0,22.284000000000002,9.690000000000001,30.0,0.7428000000000001,17.518109483125613,73.54973750088946,81.23395247090322,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.41900194275695757,0.14285714285714285,0.01857394547325103,1.0,0.0,1.0,0.01611119686577067,0.5,0.6102539656541716,0.5,0.5434696660903919,0.0,0.0,industry_other
BUY_10211,EXP_6584,left,0,2024-09-18T14:41:38Z,1.0,1.0,99.15254237288136,20.38412747362012,69.73166338129874,38.089689099273286,53.516129838951684,38.089689099273286,55.0,22.284000000000002,1.3,23.584000000000003,0.7428000000000001,52.53847734493175,73.54973750088946,65.91358926170804,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.5317630363691336,0.5384615384615384,0.19906159979423868,1.0,0.0,1.0,0.01241329482323883,0.5,0.6954456580392423,0.5488317392305506,0.44722143013942517,1.0,0.0,industry_direct
BUY_10211,EXP_4661,left,0,2024-10-07T13:56:07Z,0.0,0.0,83.1278619232124,37.31250177439448,76.32937144800331,53.516129838951684,53.516129838951684,69.72197333155545,55.0,22.284000000000002,16.130000000000003,30.0,0.7428000000000001,22.42114505318807,73.54973750088946,79.10900539511718,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.32429746089992206,0.0,0.8752738554526748,1.0,0.0,1.0,0.018442320445392735,0.5,0.62947870599659,0.5,0.26077847245350066,0.0,0.0,industry_other
BUY_10211,EXP_7472,left,0,2024-12-20T00:23:27Z,1.0,1.0,99.87304274227677,41.48792169316104,47.72336721126602,53.516129838951684,53.516129838951684,77.52414424961664,55.0,22.284000000000002,7.67,29.954,0.7428000000000001,49.83328456781647,73.54973750088946,21.896996921642575,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.1396673142523192,0.0,1.0,1.0,0.0,1.0,0.013259566906678288,0.5,0.8606952921796754,0.5641543203883993,0.9992516068957796,1.0,0.0,industry_direct
BUY_10211,EXP_1782,left,0,2025-03-21T22:50:57Z,0.0,0.0,96.56779661016948,43.74431423690215,51.12046824323632,53.516129838951684,53.516129838951684,81.74042922861524,55.0,22.284000000000002,12.42,30.0,0.7428000000000001,28.82620892197214,73.54973750088946,28.691198985583178,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.22136745566636343,0.0,1.0,1.0,0.0,1.0,0.017660777777666448,0.5,0.5806913604604943,0.5,0.9985893283602145,0.0,0.0,industry_other
BUY_10211,EXP_5200,left,0,2025-03-31T05:39:32Z,1.0,1.0,95.29661016949153,45.304199649239386,49.96750199871431,53.516129838951684,53.516129838951684,84.65522410827388,55.0,22.284000000000002,15.219999999999999,30.0,0.7428000000000001,48.56731601167492,73.54973750088946,26.385266496539167,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.1396673142523192,0.0,1.0,1.0,0.0,1.0,0.01522055372696246,0.5,0.8345748549450329,0.5653422903116483,0.9992516068957796,1.0,0.0,industry_direct
BUY_10211,EXP_2904,right,1,2025-05-12T20:04:52Z,1.0,1.0,99.36842105263158,36.61318150495405,49.33488548322231,53.516129838951684,53.516129838951684,68.41522661510767,55.0,22.284000000000002,10.439999999999998,30.0,0.7428000000000001,48.80547746184527,73.54973750088946,25.120033465555146,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.1396673142523192,1.0,1.0,1.0,1.0,1.0,0.016315308035632192,0.5,0.871274677945204,0.5655592599429844,0.9992516068957796,1.0,0.0,industry_direct
BUY_10211,EXP_2327,right,1,2025-05-20T01:55:13Z,1.0,1.0,97.5,25.52792873722312,73.0015303832729,47.70137305153676,53.516129838951684,47.70137305153676,55.0,22.284000000000002,3.59,25.874000000000002,0.7428000000000001,50.410468597955706,73.54973750088946,72.45332326565634,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.32429746089992206,0.5,1.0,1.0,1.0,1.0,0.014842373856021884,0.5,0.7081629039501728,0.5481742421258152,0.9990429512886254,1.0,0.0,industry_direct
BUY_10211,EXP_6555,left,0,2025-05-20T17:08:44Z,0.0,0.0,91.86440677966101,35.59236400069297,78.36043814330426,53.516129838951684,53.516129838951684,66.50773160877392,55.0,22.284000000000002,10.600000000000001,30.0,0.7428000000000001,25.640540951975282,73.54973750088946,83.17113878571908,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.4639647751522413,0.4444444444444444,0.269024112654321,1.0,0.0,1.0,0.017599749332568637,0.5,0.5849396708147866,0.5,0.5854857051760476,0.0,0.0,industry_other
BUY_10211,EXP_8042,left,0,2025-06-30T20:52:15Z,1.0,1.0,97.27947238252267,50.56043700645735,41.50833941449906,53.516129838951684,53.516129838951684,94.47700564037603,55.0,22.284000000000002,7.639999999999999,29.924,0.7428000000000001,50.27745887404223,73.54973750088946,9.466941328108657,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.41900194275695757,0.5714285714285714,1.0,1.0,0.0,1.0,0.014105344016176913,0.5,0.8265745006776476,0.5649502336822151,0.4697656355286316,1.0,0.0,industry_direct
BUY_10211,EXP_7198,right,1,2026-01-29T21:28:35Z,1.0,1.0,95.81810799837596,35.741009195529244,62.24947346310204,53.516129838951684,53.516129838951684,66.7854893526235,55.0,22.284000000000002,4.800000000000001,27.084000000000003,0.7428000000000001,50.161804670635064,73.54973750088946,50.94920942531462,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.2793346285046384,1.0,0.12664011059670782,1.0,1.0,0.12664011059670782,0.016040679385056156,0.5,0.8722573661870451,0.5651777847892362,0.9991462833689837,1.0,0.0,industry_direct
BUY_10211,EXP_1052,left,0,2026-01-30T19:03:24Z,0.0,0.0,97.31958762886597,39.16732232435844,74.66453156099936,53.516129838951684,53.516129838951684,73.18788268551236,55.0,22.284000000000002,12.290000000000001,30.0,0.7428000000000001,28.39460662344375,73.54973750088946,75.77932562110925,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.44273491133272685,0.125,0.12164467592592591,1.0,0.0,0.12164467592592591,0.018998209582827774,0.5,0.7490040257666595,0.5135799022172922,0.6789403432719507,0.0,0.0,industry_other
BUY_10211,EXP_3189,right,1,2026-02-17T21:40:59Z,1.0,1.0,99.36440677966102,38.14773687208498,46.115749500527244,53.516129838951684,53.516129838951684,71.2826898859924,55.0,22.284000000000002,11.100000000000001,30.0,0.7428000000000001,49.049400611398,73.54973750088946,18.681761500165024,0.5,0.19999999999999998,0.3,0.7341118718536928,0.35714285714285715,0.021036715534979423,0.1396673142523192,1.0,0.021036715534979423,1.0,1.0,0.021036715534979423,0.013817404620763085,0.5,0.8306362794415362,0.564338566792504,0.9992516068957795,1.0,0.0,industry_direct
